,max,average,median
shoot,798,314.18112987769365,153.0
shore,214,76.62958648806057,42.0
shorn,295,109.88875946418172,66.0
short,319,111.28654630168899,53.0
shout,435,149.9132207338381,67.0
shove,303,131.20384391380315,101.0
shown,512,200.3733255678509,115.0
showy,534,219.23412929528246,135.0
shrew,318,121.3843913803145,91.0
shrub,412,171.28771112405357,93.0
shrug,395,163.16191030867793,93.0
shuck,637,277.23762376237624,126.0
shunt,447,156.2533488642982,87.0
shush,1367,735.0401863715783,236.0
shyly,694,305.78509027373326,174.0
siege,739,251.36750145602795,135.0
sieve,802,293.31217239370994,208.0
sight,457,163.9132207338381,74.0
sigma,338,145.80955154338963,77.0
silky,415,160.1089108910891,111.0
silly,676,262.67734420500875,187.0
since,219,77.2958648806057,51.0
sinew,271,103.99475829935935,62.0
singe,260,97.49854397204426,58.0
siren,163,59.54397204426325,43.0
sissy,983,482.6045428072219,298.0
sixth,555,226.92661619103086,115.0
sixty,482,195.64880605707629,135.0
skate,231,84.98485730926033,48.0
skier,214,87.05824111822947,69.0
skiff,793,405.25742574257424,231.0
skill,793,327.7664531158998,179.0
skimp,586,251.89691322073384,121.0
skirt,321,119.03494467093768,70.0
skulk,668,313.824111822947,178.0
skull,914,399.25509609784507,197.0
skunk,726,347.6412347117065,179.0
slack,383,138.7262667443215,90.0
slain,235,74.58998252766453,58.0
slang,319,106.29877693651719,68.0
slant,233,72.95806639487478,52.0
slash,628,232.82003494467094,113.0
slate,163,53.264414676761795,35.0
sleek,787,293.26033779848575,157.0
sleep,738,260.0867792661619,141.0
sleet,586,184.76645311589982,109.0
slept,250,95.30867792661618,59.0
slice,219,71.18520675596972,39.0
slick,420,154.3861386138614,103.0
slide,231,76.81246359930111,43.0
slime,235,81.88177052999417,49.0
slimy,382,136.74024461269656,100.0
sling,362,125.80838672102504,93.0
slink,387,139.52067559697147,105.0
sloop,738,292.64589400116483,166.0
slope,220,84.20792079207921,50.0
slosh,691,267.4839836924869,130.0
sloth,335,112.49097262667443,70.0
slump,500,197.32149097262666,88.0
slung,406,149.38089691322074,94.0
slunk,426,163.4834012813046,97.0
slurp,297,123.50902737332557,65.0
slush,777,319.7355853232382,162.0
slyly,1236,593.7996505532906,286.0
smack,473,191.44845661036692,90.0
small,645,250.84333139196272,129.0
smart,262,92.05299941758882,50.0
smash,757,325.7920792079208,151.0
smear,199,74.95107746068724,68.0
smell,548,239.52184041933606,122.0
smelt,237,92.17064647641234,61.0
smile,235,83.06988934187537,53.0
smirk,366,154.557367501456,112.0
smite,235,86.91962725684333,63.0
smith,462,168.16132789749562,89.0
smock,545,223.8479906814211,103.0
smoke,290,130.71927781013395,82.0
smoky,543,227.1642399534071,126.0
smote,228,88.40477577169482,69.0
snack,406,151.14094350611532,86.0
snail,235,75.73150844496215,57.0
snake,243,90.78916715200931,60.0
snaky,395,150.71694816540477,98.0
snare,166,53.40535818287711,40.0
snarl,179,69.31217239370996,57.0
sneak,243,107.38206173558532,64.0
sneer,512,177.6715200931858,120.0
snide,242,87.54630168899243,48.0
sniff,649,291.17763541059986,170.0
snipe,245,94.407105416424,56.0
snoop,786,326.9994175888177,158.0
snore,175,63.06523005241701,44.0
snort,247,84.93709959231217,53.0
snout,360,117.72917880023296,85.0
snowy,459,178.28945835760047,128.0
snuck,535,218.11357018054747,103.0
snuff,726,342.43389633080955,179.0
soapy,310,112.69365171811299,82.0
sober,236,86.35934769947583,54.0
soggy,687,302.55736750145604,190.0
solar,172,61.34478741991846,46.0
solid,286,100.20792079207921,73.0
solve,254,98.5923121723937,78.0
sonar,200,65.99009900990099,43.0
sonic,328,109.64997087944089,81.0
sooth,798,317.1217239370996,146.0
sooty,708,275.7262667443215,164.0
sorry,687,250.54804892253932,190.0
sound,400,135.31450203843914,82.0
south,435,149.83168316831683,82.0
sower,252,95.44612696563775,67.0
space,236,86.76820034944672,46.0
spade,237,88.33605125218403,59.0
spank,433,167.45894001164822,82.0
spare,203,69.6814210832848,46.0
spark,357,143.94234129295282,84.0
spasm,781,346.3092603377985,171.0
spawn,413,159.99242865463017,84.0
speak,281,135.07338380896914,132.0
spear,203,75.9994175888177,68.0
speck,403,189.18287711124054,79.0
speed,848,322.6167734420501,170.0
spell,563,244.13977868375073,124.0
spelt,250,95.10599883517763,59.0
spend,301,124.80780430984275,75.0
spent,264,104.68782760629004,61.0
sperm,299,124.93593476994758,105.0
spice,264,100.86488060570763,54.0
spicy,451,165.748980780431,86.0
spied,281,107.09668025626092,62.0
spiel,247,85.66744321490972,51.0
spike,315,132.33954571927782,77.0
spiky,541,224.06231799650553,109.0
spill,760,297.42166569598135,166.0
spilt,360,118.8788584740827,56.0
spine,245,92.63424577751893,55.0
spiny,431,154.87186953989516,100.0
spire,204,77.54047757716948,55.0
spite,255,91.34129295282469,68.0
splat,299,104.16715200931858,63.0
split,360,121.66977285963891,65.0
spoil,313,111.26674432149098,71.0
spoke,296,132.2393709959231,77.0
spoof,958,440.426907396622,207.0
spook,1000,467.53057658707047,179.0
spool,738,293.49039021549214,166.0
spoon,786,325.1094933022714,158.0
spore,221,80.92195690157251,88.0
sport,311,108.97204426324986,59.0
spout,426,149.77460687245195,87.0
spray,289,112.64472917880023,87.0
spree,658,229.4304018637158,117.0
sprig,351,138.01456027955737,79.0
spunk,590,246.54804892253932,104.0
spurn,348,135.3506115317414,67.0
spurt,370,136.21490972626674,56.0
squad,408,190.80663948747815,108.0
squat,390,165.48107163657542,100.0
squib,561,255.3948747815958,171.0
stack,386,146.63657542224811,78.0
staff,539,237.75946418171227,198.0
stage,207,76.29877693651719,56.0
staid,259,93.01514269073967,71.0
stain,251,81.9563191613279,57.0
stair,189,64.1648223645894,46.0
stake,231,88.31042516016308,65.0
stale,163,55.92952824694234,38.0
stalk,332,119.80838672102504,69.0
stall,539,192.55503785672684,125.0
stamp,394,149.27023878858475,78.0
stand,271,94.19277810133954,72.0
stank,356,129.37740244612698,70.0
stare,171,54.09493302271404,39.0
stark,290,110.92778101339546,71.0
start,447,170.89400116482236,102.0
stash,643,259.17006406523006,131.0
state,366,137.1450203843914,102.0
stave,248,90.82061735585323,68.0
stead,189,79.86080372743157,60.0
steak,233,105.02446126965637,74.0
steal,166,67.37507280139779,57.0
steam,213,91.09784507862551,62.0
steed,691,248.07338380896914,149.0
steel,586,197.59114735002913,112.0
steep,785,287.26965637740244,147.0
steer,536,181.85905649388468,97.0
stein,218,82.19277810133954,55.0
stern,188,72.10658124635994,51.0
stick,456,171.9656377402446,88.0
stiff,646,290.5393127548049,165.0
still,646,230.9895165987187,147.0
stilt,590,218.10308677926616,166.0
sting,391,140.69714618520675,96.0
stink,427,157.5742574257426,91.0
stint,649,243.77460687245195,145.0
stock,445,171.54164239953408,99.0
stoic,316,108.90914385556202,81.0
stoke,242,101.81654047757716,83.0
stole,167,63.50203843913803,45.0
stomp,460,179.23995340710542,99.0
stone,192,71.2527664531159,53.0
stony,343,118.52941176470588,88.0
stood,691,281.7612114152592,149.0
stool,586,222.66802562609203,146.0
stoop,785,326.5282469423413,177.0
store,185,63.298194525334885,44.0
stork,331,128.18345952242282,86.0
storm,304,115.84915550378567,65.0
story,270,100.72976121141527,90.0
stout,683,271.4472917880023,175.0
stove,264,107.81071636575422,83.0
strap,267,97.85381479324403,62.0
straw,279,107.69073966220151,82.0
stray,217,85.14560279557368,79.0
strip,312,113.64181712288875,62.0
strut,593,242.3535235876529,168.0
stuck,532,216.5725101921957,105.0
study,441,170.48631333721607,114.0
stuff,735,352.63016889924285,250.0
stump,544,224.3628421665696,87.0
stung,441,169.22131624927198,114.0
stunk,476,188.19044845661037,93.0
stunt,726,288.36633663366337,179.0
style,205,79.9563191613279,70.0
suave,222,95.15259172976121,69.0
sugar,257,97.48107163657542,61.0
suing,438,156.8136284216657,85.0
suite,208,76.66336633663366,50.0
sulky,484,195.29120559114736,116.0
sully,783,318.3086779266162,204.0
sumac,375,147.67792661619103,65.0
sunny,783,325.12288875946416,177.0
super,271,98.3640069889342,65.0
surer,486,178.38963308095515,87.0
surge,252,93.15259172976121,52.0
surly,245,108.88701223063482,53.0
sushi,776,351.40011648223646,155.0
swami,343,153.85381479324403,100.0
swamp,495,208.1217239370996,90.0
swarm,338,138.58066394874783,84.0
swash,788,357.0209668025626,165.0
swath,417,159.26674432149096,82.0
swear,221,84.41525917297612,67.0
sweat,225,96.62609202096681,57.0
sweep,978,401.5393127548049,197.0
sweet,822,300.34536983110075,172.0
swell,594,268.1059988351776,137.0
swept,352,152.98718695398952,75.0
swift,521,206.2545136866628,123.0
swill,785,323.09435061153175,196.0
swine,271,102.53523587652883,52.0
swing,507,201.84682585905648,116.0
swirl,258,112.66103669190448,79.0
swish,933,429.53465346534654,242.0
swoon,832,365.97087944088526,194.0
swoop,978,460.34595224228303,197.0
sword,401,156.72743156668608,122.0
swore,252,92.76121141525917,95.0
sworn,340,133.59638905066979,94.0
swung,566,235.9213744903902,107.0
synod,397,143.9982527664531,105.0
syrup,390,159.79207920792078,110.0
tabby,581,265.7047175305766,197.0
table,213,75.39254513686663,59.0
taboo,660,262.5655212580082,191.0
tacit,541,216.41351193942924,157.0
tacky,400,162.71694816540477,123.0
taffy,581,274.98311007571345,197.0
taint,514,189.7781013395457,111.0
taken,225,86.36866627839254,69.0
taker,219,77.4391380314502,67.0
tally,581,229.28829353523588,154.0
talon,221,75.64997087944089,66.0
tamer,209,70.86488060570763,55.0
tango,310,114.61910308677926,67.0
tangy,357,134.81945253348863,106.0
taper,207,69.25626092020967,57.0
tapir,236,83.18520675596972,54.0
tardy,269,101.51485148514851,84.0
tarot,433,159.1316249271986,115.0
taste,366,135.9231217239371,88.0
tasty,579,232.12754804892253,144.0
tatty,842,404.72160745486315,396.0
taunt,562,215.97029702970298,141.0
tawny,365,141.67792661619103,105.0
teach,240,93.4729178800233,63.0
teary,151,64.12754804892253,58.0
tease,539,158.6156086196855,91.0
teddy,457,237.80256260920208,180.0
teeth,1442,614.5072801397787,520.0
tempo,284,126.99883517763541,97.0
tenet,1297,491.0250436808387,306.0
tenor,201,66.44437973209085,49.0
tense,647,199.5270821199767,95.0
tenth,540,232.0990099009901,127.0
tepee,1048,440.8410017472335,213.0
tepid,293,116.14851485148515,81.0
terra,367,150.26266744321492,116.0
terse,536,174.11357018054747,113.0
testy,473,215.07979033197438,161.0
thank,414,157.83983692486896,114.0
theft,683,349.0116482236459,525.0
their,227,82.97320908561444,57.0
theme,897,343.5847408270239,198.0
there,650,238.29935934769946,151.0
these,798,278.5509609784508,150.0
theta,412,210.4187536400699,190.0
thick,543,223.88642981945253,156.0
thief,319,129.60920209668026,92.0
thigh,770,351.863715783343,178.0
thing,469,177.9132207338381,115.0
think,496,193.442632498544,127.0
third,356,131.48922539312755,63.0
thong,466,176.35002912055913,116.0
thorn,307,113.703552708212,53.0
those,235,89.90972626674431,59.0
three,650,228.88177052999418,105.0
threw,340,128.87303436225974,93.0
throb,394,152.75655212580082,126.0
throw,429,171.53232382061736,132.0
thrum,414,173.9784507862551,93.0
thumb,626,276.6517181129878,103.0
thump,601,257.7722772277228,110.0
thyme,292,132.92661619103086,122.0
tiara,539,178.53290623179964,90.0
tibia,660,284.38031450203846,203.0
tidal,269,98.4292370413512,74.0
tiger,242,85.37740244612696,55.0
tight,889,401.1001747233547,197.0
tilde,240,81.73966220151426,65.0
timer,220,82.94059405940594,58.0
timid,842,382.5882352941176,149.0
tipsy,424,152.03669190448457,95.0
titan,514,206.24519510774607,111.0
tithe,490,205.316249271986,193.0
title,451,158.22714036109494,114.0
toast,477,174.03785672684916,125.0
today,288,118.11473500291206,80.0
toddy,692,308.1234711706465,197.0
token,259,105.30867792661618,82.0
tonal,221,77.98078043098427,66.0
tonga,310,122.14735002912056,74.0
tonic,346,116.93942923704135,81.0
tooth,1442,711.7833430401864,295.0
topaz,387,174.66802562609203,125.0
topic,368,136.73791496796738,112.0
torch,368,133.4612696563774,73.0
torso,536,203.04542807221898,93.0
torus,284,101.35993011065813,65.0
total,486,189.06290040768783,124.0
totem,509,219.41234711706466,177.0
touch,470,174.29994175888177,107.0
tough,477,183.6814210832848,106.0
towel,243,96.12871287128714,85.0
tower,277,101.01980198019803,71.0
toxic,451,188.28829353523588,137.0
toxin,449,175.6033779848573,115.0
trace,202,58.70879440885265,35.0
track,331,118.83692486895748,60.0
tract,540,191.42050087361676,97.0
trade,205,62.270821199767035,42.0
trail,171,60.754222481071636,44.0
train,200,66.29178800232964,50.0
trait,399,152.25684333139196,101.0
tramp,326,115.91671520093186,68.0
trash,262,87.35061153174141,48.0
trawl,256,94.21141525917298,68.0
tread,205,74.13104251601631,52.0
treat,374,141.62434478741991,94.0
trend,245,86.16715200931858,65.0
triad,235,84.99650553290623,60.0
trial,171,63.613861386138616,57.0
tribe,250,80.62958648806057,59.0
trice,215,66.4513686662784,43.0
trick,366,136.8567268491555,74.0
tried,240,78.92428654630169,50.0
tripe,231,74.90914385556202,54.0
trite,398,139.54571927781012,91.0
troll,553,185.62492719860222,150.0
troop,652,259.42283051834596,136.0
trope,237,77.79673849737915,57.0
trout,607,224.18171228887596,156.0
trove,284,96.42224810716365,71.0
truce,256,81.40885264997088,57.0
truck,428,167.46359930110657,90.0
truer,492,182.87361677344205,93.0
truly,239,100.67501456027956,91.0
trump,417,164.05183459522422,99.0
trunk,359,143.07221898660455,132.0
truss,606,231.5812463599301,130.0
trust,593,225.64181712288877,138.0
truth,707,290.2189866045428,156.0
tryst,578,225.5270821199767,171.0
tubal,341,130.09842748980782,94.0
tuber,290,105.17705299941758,73.0
tulip,379,136.57367501456028,66.0
tulle,492,185.54455445544554,132.0
tumor,343,125.60803727431566,64.0
tunic,388,139.2085032032615,116.0
turbo,367,142.74956319161328,80.0
tutor,607,227.94816540477578,156.0
twang,422,165.4834012813046,105.0
tweak,277,143.24577751892835,138.0
tweed,914,376.9033197437391,316.0
tweet,1569,711.3698311007571,599.0
twice,296,109.87711124053583,76.0
twine,294,105.61386138613861,77.0
twirl,279,117.41933605125219,81.0
twist,785,336.76761793826444,223.0
twixt,1114,595.264997087944,265.0
tying,438,167.42283051834596,112.0
udder,476,215.7827606290041,165.0
ulcer,239,86.74606872451952,71.0
ultra,191,83.48689574839837,92.0
umbra,366,175.15958066394876,132.0
uncle,265,97.73733255678509,78.0
uncut,696,310.34595224228303,218.0
under,281,107.78276062900407,95.0
undid,722,340.33139196272566,224.0
undue,582,249.35410599883517,188.0
unfed,378,164.0238788584741,134.0
unfit,468,184.65404775771694,140.0
unify,512,213.12813046010484,134.0
union,588,257.37856726849157,210.0
unite,218,84.07513104251602,73.0
unity,386,141.19336051252185,107.0
unlit,314,112.60163075131042,101.0
unmet,270,111.94583576004659,93.0
unset,232,87.99242865463017,75.0
untie,218,85.5719277810134,67.0
until,314,115.33313919627257,101.0
unwed,386,168.50844496214327,125.0
unzip,593,276.94059405940595,184.0
upper,476,215.442632498544,165.0
upset,303,114.72626674432149,84.0
urban,288,117.70122306348281,94.0
urine,189,70.54222481071636,45.0
usage,208,93.97029702970298,61.0
usher,253,101.26092020966803,79.0
using,438,176.3640069889342,121.0
usual,528,224.53407105416423,171.0
usurp,658,319.25684333139196,281.0
utile,205,75.30518345952242,69.0
utter,476,190.56552125800815,135.0
vague,271,134.0774606872452,116.0
valet,239,87.00931857891672,69.0
valid,389,153.67559697146186,110.0
valor,267,102.42574257425743,95.0
value,237,98.84041933605126,92.0
valve,393,172.79906814210833,145.0
vapid,424,189.49621432731507,195.0
vapor,340,134.6703552708212,110.0
vault,344,125.64181712288875,95.0
vaunt,349,132.95107746068726,99.0
vegan,338,149.05940594059405,99.0
venom,341,162.59114735002913,112.0
venue,950,372.96330809551546,207.0
verge,887,377.85032032615027,174.0
verse,694,267.7705299941759,151.0
verso,255,102.07163657542225,96.0
verve,1112,541.0931857891671,352.0
vicar,308,125.15725101921957,96.0
video,301,145.10599883517764,143.0
vigil,996,495.29178800232967,308.0
vigor,419,171.35876528829354,157.0
villa,633,320.6039603960396,229.0
vinyl,473,190.01572510192196,136.0
viola,267,122.63075131042515,106.0
viper,322,134.4082702387886,101.0
viral,246,107.32847990681421,109.0
virus,343,145.29819452533488,100.0
visit,824,363.34711706464765,213.0
visor,298,118.95806639487478,126.0
vista,314,133.97029702970298,85.0
vital,320,125.35410599883518,104.0
vivid,1440,880.808386721025,1440.0
vixen,448,211.0116482236459,137.0
vocal,359,148.64239953407105,92.0
vodka,465,234.90331974373908,144.0
vogue,352,167.76528829353524,132.0
voice,260,113.47524752475248,91.0
voila,267,121.36691904484566,106.0
vomit,456,182.95923121723936,129.0
voter,284,105.03960396039604,75.0
vouch,604,259.4507862550961,134.0
vowel,363,160.58998252766452,133.0
vying,617,274.72859638905067,129.0
wacky,541,245.58357600465928,137.0
wafer,304,118.68433313919627,96.0
wager,283,106.82527664531159,91.0
wagon,414,171.37157833430402,125.0
waist,302,104.60046592894584,66.0
waive,272,117.94001164822365,104.0
waltz,464,198.13803145020384,158.0
warty,298,120.41642399534071,107.0
waste,225,82.73907979033197,62.0
watch,461,183.74315666860804,109.0
water,232,80.50029120559115,67.0
waver,331,130.80780430984274,98.0
waxen,359,157.9656377402446,134.0
weary,224,95.61036691904485,95.0
weave,884,364.2853814793244,197.0
wedge,1142,513.8980780430984,212.0
weedy,1084,473.4403028538148,418.0
weigh,380,173.34362259755386,120.0
weird,325,126.69831100757135,116.0
welch,377,159.17122888759465,104.0
welsh,314,130.2393709959231,102.0
whack,594,277.93185789167154,291.0
whale,253,101.71170646476412,65.0
wharf,433,194.47815958066394,236.0
wheat,267,126.64239953407106,62.0
wheel,911,368.35934769947585,249.0
whelp,383,178.14618520675597,105.0
where,843,350.5334886429819,204.0
which,888,451.42341292952824,223.0
whiff,933,521.430984274898,242.0
while,306,117.83284799068142,82.0
whine,328,131.23645894001166,71.0
whiny,536,220.6924868957484,121.0
whirl,333,147.3622597553873,108.0
whisk,602,267.1129877693652,158.0
white,311,125.11881188118812,107.0
whole,285,117.54164239953407,106.0
whoop,1109,570.5649388468258,221.0
whose,299,131.58823529411765,116.0
widen,376,153.56377402446128,95.0
wider,325,131.72568433313918,102.0
widow,708,353.2981945253349,272.0
width,548,229.7711124053582,148.0
wield,350,144.4408852649971,95.0
wight,561,239.4927198602213,153.0
willy,889,413.43739079790333,225.0
wimpy,645,300.2615026208503,153.0
wince,322,122.70995923121724,67.0
winch,567,234.36983110075712,111.0
windy,591,251.88642981945253,139.0
wiser,224,93.13628421665696,77.0
wispy,531,229.84216656959813,181.0
witch,533,220.75538730343624,159.0
witty,889,409.8013977868375,226.0
woken,353,165.75480489225393,119.0
woman,397,172.20326150262085,117.0
women,325,148.40361094933021,122.0
woody,1084,547.5981362842167,205.0
wooer,599,246.38147932440302,146.0
wooly,903,408.42516016307513,193.0
woozy,1252,717.4327315084449,1252.0
wordy,496,204.3861386138614,123.0
world,376,149.46243447874198,97.0
worry,904,394.03086779266164,241.0
worse,252,91.7909143855562,75.0
worst,348,123.82236458940011,65.0
worth,429,166.81828771112404,97.0
would,466,185.14560279557367,119.0
wound,541,215.31333721607456,119.0
woven,389,180.18229470005824,121.0
wrack,438,179.39138031450204,87.0
wrath,345,127.81421083284799,77.0
wreak,296,129.7140361094933,117.0
wreck,421,182.57833430401863,172.0
wrest,270,99.97728596389051,82.0
wring,448,181.9458357600466,104.0
wrist,327,114.1869539895166,76.0
write,261,87.19569015725102,62.0
wrong,464,184.44903902154923,107.0
wrote,277,92.53407105416424,70.0
wrung,493,205.47990681421084,97.0
wryly,648,308.4047757716948,276.0
yacht,385,146.93709959231217,89.0
yearn,165,68.48165404775771,55.0
yeast,187,69.4845661036692,58.0
yield,279,119.83284799068142,95.0
young,513,202.6715200931858,103.0
youth,444,170.2393709959231,132.0
zebra,322,147.41467676179383,135.0
zesty,313,156.13453698311008,125.0
zonal,343,143.1654047757717,95.0
